customer_age,annual_income,spending_score,purchase_frequency,website_visits,time_on_app,discount_usage,days_since_last_purchase,loyalty_points,social_media_engagement,preferred_payment_mode,city_tier
41,,72,9,70,43.88,23.21,112,1403,4.53,UPI,Tier3
25,54743.85,81,8,42,,,103,4021,1.48,Debit Card,Tier2
28,56921.51,1,12,60,40.33,70.33,38,4906,3.09,Debit Card,Tier1
30,71326.41,12,6,41,67.25,33.12,87,1165,8.99,Cash,Tier1
34,39390.89,35,10,54,35.92,50.67,106,8530,4.34,Credit Card,Tier1
25,,78,3,59,18.28,2.19,87,5487,9.62,Cash,Tier1
38,46088.5,82,9,5,24.45,22.21,93,3297,2.48,Cash,Tier2
35,45407.49,74,13,69,35.28,82.36,11,9048,2.29,UPI,Tier2
47,18583.56,79,9,69,83.66,10.14,70,6126,8.89,Credit Card,Tier1
35,94465.18,33,5,48,39.55,57.46,113,1561,5.66,Debit Card,Tier1
63,49896.15,83,4,16,34.41,21.51,34,3328,8.67,Cash,Tier1
64,90594.27,98,8,57,51.11,43.23,94,5817,3.77,Debit Card,Tier1
48,88513.43,25,3,65,66.06,72.59,43,2406,3.15,Credit Card,Tier1
55,36708.01,16,6,17,51.97,44.83,16,1915,6.67,Cash,Tier2
49,41054.95,8,8,46,41.78,49.66,4,9536,3.84,Debit Card,Tier2
28,121331.07,35,9,50,74.84,97.42,82,201,1.3,Debit Card,Tier2
62,103520.37,85,12,46,57.92,17.96,53,1470,9.11,Credit Card,Tier3
42,64306.59,83,8,20,48.07,62.62,102,4130,8.38,Cash,Tier3
50,70662.21,46,11,48,64.98,20.58,40,6605,5.73,Cash,Tier1
55,51121.38,11,11,74,,85.14,109,8587,3.32,UPI,Tier2
58,74511.76,61,9,20,43.22,69.96,38,8419,3.94,Debit Card,Tier2
25,49222.0,44,13,26,34.38,78.46,61,4256,1.31,UPI,Tier1
28,20288.22,11,11,39,32.01,74.87,29,1221,2.13,Credit Card,Tier2
39,35925.77,11,6,77,44.73,27.31,38,6322,4.02,Credit Card,Tier3
68,65464.04,22,14,53,29.82,72.02,73,5429,8.44,Cash,Tier3
41,40116.52,85,13,75,64.87,45.6,51,7099,8.01,Cash,Tier3
58,63519.9,91,5,68,48.57,38.65,56,9586,4.7,Credit Card,Tier1
34,41357.46,82,7,35,40.73,36.14,91,3918,8.79,Debit Card,Tier3
29,47788.21,62,9,5,46.56,69.22,17,8890,6.05,Credit Card,Tier1
63,83769.64,48,8,29,63.61,55.74,11,7600,9.32,Debit Card,Tier3
49,70444.57,94,8,24,45.59,42.88,97,4199,1.2,Cash,Tier1
32,64787.38,63,11,77,44.24,83.1,63,582,8.78,Credit Card,Tier3
33,84337.21,51,11,12,82.12,,114,9566,7.37,Cash,Tier1
39,75573.39,45,8,68,33.21,11.14,8,4448,4.05,Debit Card,Tier3
45,96824.39,33,13,20,41.74,32.71,76,4028,7.28,UPI,Tier3
37,54883.1,85,3,59,23.13,77.67,117,6900,7.32,Debit Card,Tier1
50,55548.03,60,13,30,61.56,65.13,3,2689,6.43,Cash,Tier1
27,36375.6,2,6,69,45.47,42.72,44,5001,9.2,Debit Card,Tier1
57,55562.42,13,5,32,66.34,46.12,75,6335,9.08,Debit Card,Tier2
49,86224.94,66,7,50,56.18,57.69,74,3835,3.07,Cash,Tier1
67,374398.88,57,25,58,23.94,12.72,87,9190,3.12,Cash,Tier3
50,86126.71,43,8,58,35.1,19.04,15,1003,5.13,Credit Card,Tier3
19,25527.78,45,9,76,21.74,13.03,34,1679,7.1,Debit Card,Tier2
50,88829.19,31,8,53,31.5,9.51,26,9876,7.81,UPI,Tier2
50,24552.59,10,9,77,7.39,68.21,62,5101,9.9,Debit Card,Tier3
58,84758.58,23,3,50,44.55,20.29,98,4134,3.36,Credit Card,Tier3
30,56908.74,86,6,5,51.23,14.3,17,4175,5.84,UPI,Tier2
47,80455.73,29,9,48,40.41,74.9,49,5556,2.87,Cash,Tier3
50,35686.14,97,9,8,53.63,51.71,7,3767,8.68,UPI,Tier2
30,90765.69,31,18,35,34.13,44.41,26,9270,4.36,Debit Card,Tier3
69,32770.56,78,7,19,47.74,35.54,42,3409,9.61,Debit Card,Tier3
43,50293.99,74,4,5,25.93,59.4,91,7456,7.49,Debit Card,Tier1
39,43041.92,18,8,76,47.34,83.17,15,1595,7.7,Cash,Tier3
56,26405.73,11,15,10,51.59,39.59,96,3104,1.59,Cash,Tier2
19,67079.61,47,9,31,46.76,0.81,35,6541,6.25,Debit Card,Tier3
55,104733.96,3,5,30,40.2,88.68,88,9169,1.4,Credit Card,Tier2
56,123671.91,2,7,70,61.27,53.73,85,4536,1.68,UPI,Tier3
43,67137.43,54,7,17,,12.96,18,4809,9.55,Debit Card,Tier1
63,89566.99,72,5,75,50.4,5.03,62,833,1.59,Cash,Tier1
67,70106.08,31,7,38,56.95,,38,8572,9.42,Debit Card,Tier1
32,75975.43,8,5,37,58.74,49.24,55,9928,3.29,Debit Card,Tier1
51,57472.73,43,5,44,37.44,10.63,83,7792,1.18,Cash,Tier3
59,,48,6,47,62.17,59.22,23,5190,9.74,Debit Card,Tier1
61,76824.53,2,12,11,44.61,66.75,54,9019,5.17,UPI,Tier1
66,52273.89,22,8,43,62.28,63.94,23,3288,3.86,Cash,Tier1
57,63295.13,5,4,70,51.79,39.73,34,5718,4.6,Cash,Tier2
28,63714.54,7,9,40,43.01,36.11,1,1902,9.34,Credit Card,Tier3
20,83180.87,20,6,68,39.92,,112,6736,3.27,Cash,Tier3
23,41547.29,92,2,8,26.85,,8,932,9.36,UPI,Tier2
26,63866.07,77,7,26,45.18,59.64,8,690,1.73,Cash,Tier3
23,107064.12,2,12,75,21.78,91.1,89,8375,1.84,Cash,Tier2
26,90609.32,32,3,8,37.63,,104,3889,5.45,Cash,Tier1
56,94681.94,90,7,68,42.18,71.53,7,2146,4.01,UPI,Tier3
48,65537.5,3,6,26,,,80,6764,1.18,UPI,Tier2
49,72061.95,41,6,66,21.91,99.66,115,1055,5.89,Credit Card,Tier1
58,87049.2,42,8,44,43.82,62.53,35,9489,3.47,UPI,Tier1
67,99325.62,77,9,24,23.11,,63,3136,5.8,UPI,Tier1
29,22064.74,85,2,13,13.74,44.11,17,8313,6.31,Credit Card,Tier3
25,36060.29,45,12,69,52.31,75.23,112,9731,2.84,Debit Card,Tier1
25,93807.77,87,7,27,48.53,97.07,86,9100,8.37,Credit Card,Tier3
67,58908.43,71,11,39,47.89,13.03,91,6925,5.39,Debit Card,Tier2
45,50222.14,17,7,63,44.73,68.06,37,9496,7.56,Credit Card,Tier2
37,37408.46,92,16,18,51.44,,75,7474,6.36,Debit Card,Tier2
64,,47,9,48,35.34,58.07,3,6526,6.02,UPI,Tier2
24,34147.88,94,7,26,32.44,41.46,78,2632,8.24,Credit Card,Tier2
28,111004.07,69,11,32,77.62,14.45,118,2158,3.94,UPI,Tier3
37,64506.41,24,11,63,52.06,45.24,18,6125,7.26,UPI,Tier1
33,63725.09,71,7,51,33.89,95.04,61,7991,2.83,Cash,Tier1
21,77937.69,34,8,72,57.14,8.21,57,5654,7.07,UPI,Tier1
23,86171.59,50,9,74,47.51,99.29,119,7725,4.31,Credit Card,Tier2
39,85809.54,42,9,21,39.61,5.02,9,8310,1.14,Debit Card,Tier2
43,88619.68,33,7,35,41.55,39.61,8,2199,8.93,Credit Card,Tier3
20,51121.4,27,7,18,,71.96,68,9888,1.83,UPI,Tier3
58,58446.93,78,4,53,39.26,63.16,50,9122,5.48,Debit Card,Tier1
59,81918.7,59,7,71,47.62,21.46,1,7481,7.71,Debit Card,Tier2
31,53397.44,19,4,25,58.38,,14,9506,1.84,UPI,Tier3
28,64887.65,76,5,17,32.37,54.45,111,4903,5.19,UPI,Tier1
35,73772.8,3,10,79,53.82,99.05,90,1561,2.3,Credit Card,Tier1
29,82274.07,71,7,54,49.18,20.11,99,9789,9.2,UPI,Tier1
40,25891.02,99,10,72,67.1,53.5,55,345,5.49,Credit Card,Tier3
29,80724.4,25,13,16,45.27,55.41,109,3425,5.17,Credit Card,Tier2
30,59858.07,15,14,52,54.5,57.35,39,4933,6.36,Credit Card,Tier1
42,80564.07,83,8,68,55.69,,9,6677,5.02,Credit Card,Tier2
62,82092.5,60,10,19,34.35,,72,4430,9.63,UPI,Tier3
68,100374.13,83,15,20,36.12,19.59,110,5091,7.5,Cash,Tier1
36,94775.98,23,10,76,29.32,91.62,21,3228,8.62,UPI,Tier1
63,94624.58,11,9,54,31.17,52.95,43,1924,2.02,Debit Card,Tier2
53,96760.75,59,5,45,41.66,23.69,59,8415,8.92,Debit Card,Tier1
62,71410.34,85,9,8,48.13,19.83,96,714,5.43,Cash,Tier2
25,65708.07,34,4,24,67.06,10.08,71,1188,6.8,Cash,Tier3
46,84201.98,7,14,12,41.82,17.88,16,2443,6.54,Cash,Tier1
49,81105.78,44,10,72,20.27,94.65,32,2146,6.67,UPI,Tier3
68,58200.54,91,5,51,60.6,45.79,96,9677,7.22,Cash,Tier1
61,73906.11,64,6,37,60.72,52.59,50,2790,2.86,Credit Card,Tier1
35,64227.88,23,11,9,39.04,13.7,119,8237,5.63,Credit Card,Tier1
23,46213.48,58,6,72,22.43,55.05,35,2921,3.07,UPI,Tier2
35,93390.14,20,4,45,43.97,70.44,117,7207,1.95,Debit Card,Tier3
36,,27,5,65,38.62,35.82,74,2528,7.37,Debit Card,Tier3
39,110071.58,60,8,28,62.03,95.63,96,9205,5.8,Debit Card,Tier2
54,29239.17,8,9,31,78.85,65.63,23,7125,1.55,UPI,Tier3
49,52750.87,67,11,33,,75.43,84,9012,7.47,Cash,Tier3
58,65718.05,2,4,71,51.56,71.31,1,4623,2.91,Debit Card,Tier1
20,90022.38,22,8,41,50.95,79.87,100,8002,5.78,Cash,Tier1
45,73788.33,70,14,79,49.05,48.56,31,5246,2.67,Debit Card,Tier3
27,71830.4,36,7,57,23.89,89.42,71,432,7.11,Cash,Tier3
68,40200.2,24,17,6,,85.23,119,2011,1.89,Credit Card,Tier2
52,39547.29,12,10,41,42.99,57.85,48,2665,6.15,Cash,Tier3
46,72095.1,81,11,77,42.25,25.14,27,4314,9.36,UPI,Tier1
32,34989.67,22,11,76,,64.71,2,6280,7.65,Credit Card,Tier1
50,53298.69,83,9,69,39.12,6.66,92,6790,7.77,UPI,Tier1
24,76020.18,73,9,52,21.35,72.31,116,5777,8.22,Cash,Tier3
29,43388.87,76,8,53,47.18,53.39,98,4841,9.87,Cash,Tier1
66,100317.83,96,5,51,68.46,68.13,22,8014,1.02,Debit Card,Tier3
47,91926.6,95,8,79,37.07,54.78,74,4406,5.92,Cash,Tier1
38,30428.76,81,9,8,51.29,83.13,23,4121,9.12,Credit Card,Tier3
48,,23,8,7,69.32,73.13,50,2041,8.52,UPI,Tier2
41,14712.9,74,8,40,76.94,89.73,83,2895,1.82,Credit Card,Tier3
37,47782.99,63,5,10,36.68,30.87,104,5873,3.74,Debit Card,Tier3
54,81860.55,30,10,38,52.95,90.66,108,5993,2.41,Cash,Tier3
21,55894.31,19,9,56,33.36,42.06,58,8037,8.76,UPI,Tier1
45,75137.54,26,4,35,48.64,93.59,110,1595,6.3,UPI,Tier2
61,31508.64,90,9,38,31.59,37.68,44,2836,8.39,Cash,Tier1
37,82555.46,11,9,46,41.47,75.23,116,6466,7.01,UPI,Tier3
41,52787.6,20,9,52,71.47,83.73,118,2005,5.26,Cash,Tier1
67,65267.73,56,9,60,69.2,41.72,10,5262,9.7,Cash,Tier3
66,62956.76,45,4,22,63.84,54.65,23,3838,8.51,Cash,Tier2
68,37025.93,68,7,18,44.8,60.67,63,9636,8.62,Debit Card,Tier1
49,39632.14,47,9,73,58.37,5.28,55,4474,9.78,UPI,Tier2
58,86291.48,76,5,62,62.82,45.82,92,7484,2.34,UPI,Tier1
53,73777.83,89,4,74,49.86,18.93,58,3624,8.78,Debit Card,Tier3
51,88101.08,58,8,60,,63.24,113,3831,7.66,Credit Card,Tier1
53,72142.48,10,12,57,39.6,93.66,78,6828,1.43,Cash,Tier2
19,68145.79,22,8,73,31.48,32.2,109,7955,1.89,Cash,Tier3
32,27027.77,71,9,77,37.37,38.96,13,9008,9.49,Credit Card,Tier1
51,59051.93,24,5,64,19.5,84.29,90,1820,3.79,Credit Card,Tier2
53,64397.54,66,12,36,26.82,75.55,89,7092,2.37,UPI,Tier2
23,107968.36,96,5,51,19.14,87.18,13,7379,9.21,UPI,Tier2
56,80113.05,85,8,26,53.23,69.88,29,7119,8.13,Cash,Tier3
59,98793.35,61,15,8,80.62,49.72,2,5251,5.61,Debit Card,Tier1
68,78145.83,7,14,29,22.64,31.54,99,4756,7.26,Cash,Tier2
68,49351.33,72,9,65,49.96,94.89,104,9814,9.99,Debit Card,Tier2
29,67576.73,38,12,16,34.77,64.3,108,3749,3.08,Cash,Tier1
20,70196.92,21,9,35,53.01,41.95,52,6730,3.5,Credit Card,Tier1
62,44338.58,8,8,5,46.82,,54,1144,2.74,Credit Card,Tier2
35,56543.48,89,8,65,40.13,85.91,105,7369,3.49,Debit Card,Tier3
57,60473.13,28,6,10,45.63,25.36,92,8187,1.97,Cash,Tier3
38,100323.64,92,7,26,32.61,77.57,9,8747,8.58,UPI,Tier3
32,19223.71,54,9,16,53.29,55.31,102,9808,2.47,Credit Card,Tier3
50,91528.01,31,6,27,70.01,66.27,28,7545,4.44,UPI,Tier2
52,44390.5,89,5,39,68.7,74.46,64,5553,6.15,Cash,Tier2
43,34814.26,41,9,18,45.33,21.88,36,8150,8.72,Cash,Tier3
25,90958.73,37,10,34,57.72,,3,4695,2.16,Credit Card,Tier3
53,81101.76,38,11,26,38.5,37.6,69,6112,6.82,Debit Card,Tier2
65,92599.41,51,8,20,49.09,61.06,36,2690,8.4,Credit Card,Tier3
47,82615.44,76,13,75,44.75,65.51,69,704,8.85,Credit Card,Tier1
40,110316.59,37,7,19,46.32,49.92,26,7253,9.28,Debit Card,Tier1
59,77291.92,31,4,6,50.77,7.77,14,5237,1.67,UPI,Tier3
61,61557.5,62,6,26,52.69,69.65,89,843,5.19,UPI,Tier3
31,,18,11,67,55.12,16.33,111,8352,4.93,UPI,Tier1
31,92356.32,90,6,19,37.81,78.98,67,7530,1.03,Debit Card,Tier2
19,47853.74,6,7,23,50.57,72.58,19,7921,7.54,Cash,Tier2
54,,9,8,25,42.06,87.63,113,3607,7.87,UPI,Tier3
22,,11,8,31,47.49,49.3,110,4819,2.97,Debit Card,Tier1
55,18699.18,95,4,23,37.4,24.67,29,4021,8.73,Debit Card,Tier2
62,68037.72,2,12,30,42.13,43.66,84,2403,3.85,Credit Card,Tier2
58,23505.17,29,6,53,10.21,34.39,75,5113,3.8,Debit Card,Tier3
64,66167.3,51,11,62,65.71,62.65,111,8716,6.03,UPI,Tier2
31,84036.37,69,8,71,39.99,10.73,76,4442,2.96,UPI,Tier1
56,54508.72,23,9,29,66.12,53.76,36,3830,7.78,Cash,Tier1
42,101896.55,7,5,78,45.97,62.11,108,8334,3.34,Credit Card,Tier2
37,32868.98,56,5,26,47.05,,73,8235,6.22,Cash,Tier1
19,91207.73,77,4,18,71.65,4.02,118,6362,3.2,UPI,Tier3
56,79853.02,62,5,13,62.49,35.25,46,2824,4.09,Cash,Tier3
23,27247.27,74,11,26,16.74,53.33,56,7041,9.4,Debit Card,Tier2
34,124637.47,80,11,19,68.39,5.3,118,9763,5.19,Credit Card,Tier3
42,63597.6,15,9,44,27.69,60.46,93,4199,7.12,Debit Card,Tier3
45,,53,8,69,50.53,74.09,10,7845,2.98,UPI,Tier2
19,34044.08,43,9,57,60.56,38.55,67,3885,7.3,Debit Card,Tier3
52,60159.6,83,9,35,48.37,52.56,64,8547,9.8,Debit Card,Tier2
54,62197.05,85,5,14,29.97,54.23,82,2900,7.36,Debit Card,Tier3
22,67258.2,35,6,38,56.18,72.88,65,3152,5.4,Credit Card,Tier2
18,58448.48,79,11,41,43.95,90.76,108,1530,2.07,Credit Card,Tier3
57,78930.96,14,7,17,68.06,88.17,32,8988,5.83,Cash,Tier3
29,56472.14,93,9,42,53.44,18.14,14,3346,3.17,UPI,Tier2
53,22430.79,69,6,49,53.44,5.64,100,365,7.69,UPI,Tier1
62,61714.05,49,5,14,53.99,35.36,4,2375,3.95,UPI,Tier1
40,12915.49,18,8,26,59.17,90.63,119,2614,2.39,Credit Card,Tier1
64,291131.8,51,20,65,,82.57,106,5303,2.27,Cash,Tier3
48,43455.39,1,12,42,60.01,67.75,119,7654,2.33,Credit Card,Tier3
28,68593.93,27,10,62,80.16,5.55,68,8292,7.25,Credit Card,Tier2
27,93909.65,64,12,30,67.04,17.56,56,1126,1.45,Credit Card,Tier2
20,44127.53,60,5,79,53.3,93.03,119,1742,9.67,Credit Card,Tier2
31,88347.64,91,6,53,45.6,3.38,1,2630,2.78,UPI,Tier2
33,55465.43,89,6,78,,80.03,99,7235,3.97,UPI,Tier3
27,103570.29,41,9,66,39.54,46.34,79,5889,2.53,Cash,Tier3
46,56966.64,21,5,13,59.7,74.75,99,818,8.95,Credit Card,Tier2
27,46509.15,14,9,64,41.44,5.76,107,8865,1.33,Credit Card,Tier2
29,80119.25,20,14,34,42.18,34.11,4,9476,7.45,Cash,Tier2
47,55412.63,92,7,25,16.91,62.15,15,4729,2.01,Credit Card,Tier1
58,46488.11,85,6,54,60.36,21.23,87,5800,10.0,Credit Card,Tier2
18,54487.52,87,9,33,55.18,13.95,97,3168,4.49,Cash,Tier1
22,64018.66,11,8,44,53.13,2.52,55,9996,3.9,Cash,Tier3
37,94527.96,66,11,21,51.84,95.9,40,7349,4.52,Debit Card,Tier1
25,22450.07,84,9,72,62.58,72.91,57,1363,4.29,Cash,Tier2
60,65507.77,24,10,68,27.71,26.22,104,8393,2.57,Cash,Tier3
29,78747.88,89,6,27,26.3,55.93,112,7151,8.84,Cash,Tier3
18,,37,8,11,43.67,65.11,7,8275,6.7,Debit Card,Tier2
37,93817.03,86,10,38,45.17,43.2,68,8263,4.13,Debit Card,Tier2
45,63364.4,24,6,28,55.54,7.02,69,2360,4.37,Credit Card,Tier3
60,60939.87,15,8,11,40.55,39.04,10,2122,1.67,UPI,Tier2
54,78031.25,12,7,12,30.28,11.76,51,3635,4.5,Debit Card,Tier1
64,67184.9,95,8,7,51.42,14.61,76,2260,7.9,Credit Card,Tier1
54,56411.01,64,8,8,52.86,64.73,97,4051,4.67,Debit Card,Tier1
29,76355.17,31,13,67,56.45,33.79,34,8073,5.06,Credit Card,Tier3
54,50644.38,53,8,70,40.67,31.92,98,8867,2.67,Credit Card,Tier3
66,51554.1,94,9,73,48.91,87.96,56,3715,2.38,Cash,Tier3
66,53384.13,84,9,14,17.14,43.87,118,6894,7.35,UPI,Tier3
61,94767.52,72,7,67,46.24,83.34,55,8699,7.13,UPI,Tier1
45,10000.0,44,4,41,72.06,90.41,25,8710,6.61,Credit Card,Tier2
64,73703.17,30,5,77,53.97,93.97,19,2865,7.95,Debit Card,Tier3
32,65753.98,35,7,76,32.08,78.81,4,233,5.21,Credit Card,Tier2
23,28020.85,21,4,7,30.52,43.28,88,307,2.12,UPI,Tier2
61,71813.99,63,10,33,55.7,,32,1872,5.91,Debit Card,Tier2
37,75466.54,92,10,66,62.03,53.11,32,8215,3.28,Debit Card,Tier2
67,77972.06,17,5,37,25.69,39.34,104,8363,7.31,Credit Card,Tier1
31,10000.0,12,11,64,23.23,,111,6868,6.9,Credit Card,Tier1
19,95060.57,18,9,46,32.28,95.9,80,7317,3.27,Credit Card,Tier3
26,48769.79,92,5,66,64.03,87.61,22,1610,8.79,UPI,Tier2
54,80104.49,60,7,79,60.81,79.26,79,4633,9.05,UPI,Tier2
37,81303.62,67,3,10,33.67,20.79,84,1957,7.18,Debit Card,Tier1
43,45712.66,15,10,53,65.43,92.21,58,8479,4.78,Credit Card,Tier3
46,79530.12,16,14,76,39.18,22.9,115,2002,6.38,Credit Card,Tier1
18,56519.15,22,9,47,65.87,93.72,47,447,4.0,Cash,Tier1
52,19429.7,95,7,13,59.02,79.72,28,584,4.09,Credit Card,Tier3
23,90690.32,63,9,55,73.93,74.97,74,951,5.41,Credit Card,Tier1
54,47949.01,31,8,18,25.97,99.88,80,8096,3.81,UPI,Tier3
22,46201.14,1,5,28,54.04,50.52,118,2834,7.49,UPI,Tier3
50,56132.55,75,9,76,28.13,39.87,47,5466,2.27,Credit Card,Tier2
66,70989.21,6,9,37,21.7,85.05,55,9476,1.79,Cash,Tier2
68,63740.05,87,7,33,47.53,72.46,81,8426,5.77,Credit Card,Tier2
31,77057.47,9,7,6,35.19,65.85,100,4438,5.13,Cash,Tier2
29,35531.23,52,5,56,27.63,34.2,93,8238,4.18,Cash,Tier2
59,48667.5,80,11,49,55.04,70.48,17,2258,8.99,Debit Card,Tier2
37,62448.06,62,7,42,35.28,31.29,42,6672,5.69,Cash,Tier3
67,106753.52,58,10,49,36.72,53.17,94,7243,8.5,Credit Card,Tier3
41,62496.12,19,6,20,35.21,35.63,94,8259,7.86,Debit Card,Tier1
60,88874.89,13,11,51,,24.61,118,5756,5.74,Cash,Tier3
51,65848.21,32,6,29,51.93,15.22,42,8009,8.58,Credit Card,Tier3
42,54359.51,9,6,61,75.83,13.63,20,1087,6.42,Credit Card,Tier2
67,59572.06,49,4,23,31.67,89.76,40,4658,2.94,UPI,Tier3
46,61294.77,37,5,42,48.98,67.81,28,8464,4.5,Cash,Tier1
56,78280.21,31,12,70,68.77,12.58,106,3324,9.04,UPI,Tier2
48,95241.45,31,8,11,40.74,90.17,74,4152,3.9,Cash,Tier1
64,72912.98,59,7,24,59.85,67.01,27,9174,1.46,Debit Card,Tier1
60,91115.71,55,15,8,46.59,65.85,2,6031,9.26,Cash,Tier3
67,43774.63,19,8,79,42.87,75.66,55,2649,5.68,Debit Card,Tier1
40,55878.13,63,10,19,39.49,67.98,4,9054,7.96,Debit Card,Tier1
61,49065.34,2,8,68,35.36,47.88,100,6249,5.13,Credit Card,Tier1
55,71917.78,45,10,61,41.54,18.12,42,8363,6.69,UPI,Tier2
37,57102.92,96,11,54,64.55,25.88,96,2703,6.28,Cash,Tier2
40,81055.0,43,5,21,43.47,,38,8715,1.87,UPI,Tier2
62,44517.96,98,4,20,23.06,74.11,66,5636,2.39,Debit Card,Tier1
69,65946.68,1,5,7,49.23,21.15,78,843,8.5,UPI,Tier1
33,80110.87,85,11,49,30.79,29.53,109,4253,2.13,Debit Card,Tier2
67,,61,4,48,66.33,62.73,38,4623,3.68,Debit Card,Tier1
59,111675.89,3,10,66,32.76,7.1,43,7516,6.42,Cash,Tier1
25,58770.66,91,8,13,34.04,68.57,51,2731,9.25,Cash,Tier3
67,20449.12,44,10,64,40.44,58.63,91,6499,4.5,Credit Card,Tier2
38,68478.07,7,10,79,48.05,41.7,14,6251,5.68,Debit Card,Tier1
18,65735.76,33,6,78,33.34,4.58,49,9869,9.7,Cash,Tier2
25,63198.32,9,7,61,61.52,23.09,1,6768,7.77,Cash,Tier2
46,86806.2,30,8,65,58.43,28.19,23,8017,3.94,Debit Card,Tier2
49,81443.79,18,8,68,41.94,2.19,38,7504,7.71,Credit Card,Tier2
55,71553.28,56,15,21,50.13,16.0,14,1639,4.09,UPI,Tier3
22,74903.42,90,10,62,51.16,0.97,110,5138,7.01,Debit Card,Tier2
64,62704.11,84,7,51,30.58,4.76,9,2240,2.63,Debit Card,Tier3
39,104060.8,31,7,56,72.3,11.98,22,9662,1.85,Debit Card,Tier3
64,32457.69,72,9,22,43.27,33.86,34,7526,4.54,Cash,Tier2
51,68072.34,63,7,41,67.12,34.43,42,8888,2.79,UPI,Tier2
18,66430.54,87,6,74,58.09,81.83,54,665,8.43,Credit Card,Tier3
43,82892.17,50,9,21,54.78,54.77,45,9521,6.51,Cash,Tier2
60,46435.21,89,6,7,45.67,,14,2715,1.62,Cash,Tier1
27,26639.2,1,4,37,62.97,4.54,13,4711,4.44,Credit Card,Tier1
47,68450.11,82,7,11,60.23,34.59,99,396,4.88,Credit Card,Tier2
67,71187.07,19,11,6,48.92,66.32,51,1964,8.45,Credit Card,Tier3
35,97771.19,64,7,38,,55.36,81,4760,9.0,Cash,Tier1
34,37052.03,53,12,8,39.02,17.68,97,8000,4.7,Cash,Tier2
43,90403.26,6,10,53,23.08,51.02,90,6391,8.23,Debit Card,Tier3
25,117083.12,17,6,21,50.07,82.97,18,4595,7.89,Credit Card,Tier3
64,56689.17,46,7,75,,20.33,92,5890,1.68,Debit Card,Tier1
57,36599.27,72,5,16,22.0,62.18,81,8209,2.08,UPI,Tier3
66,56046.56,73,11,78,,92.19,49,6119,3.54,Cash,Tier3
29,65308.11,55,5,48,34.41,57.04,3,1772,7.27,Debit Card,Tier1
44,77403.33,91,8,53,18.26,89.25,105,6770,1.91,UPI,Tier3
25,51989.32,6,7,73,37.21,20.84,86,2367,6.67,UPI,Tier3
42,99214.37,70,11,21,49.55,41.89,64,9100,1.0,Credit Card,Tier1
63,40480.29,68,7,42,25.88,57.21,113,5197,7.01,Credit Card,Tier3
21,26737.49,86,9,60,33.37,10.45,16,5580,9.61,UPI,Tier1
50,89347.63,40,6,65,54.31,57.25,28,3807,8.86,Cash,Tier1
18,14958.34,91,13,79,47.78,49.31,77,3820,7.97,Debit Card,Tier3
36,60509.15,66,7,36,64.91,55.67,113,1620,3.56,Credit Card,Tier1
48,133588.98,9,9,60,41.14,76.8,68,8582,1.45,Debit Card,Tier2
33,64735.04,11,11,27,49.1,24.71,86,7086,8.97,Debit Card,Tier2
31,40343.11,20,5,70,18.7,46.66,116,6822,2.11,Debit Card,Tier2
65,63737.26,43,4,71,21.82,48.77,108,4744,1.37,Credit Card,Tier1
22,63882.38,58,8,9,49.39,73.54,67,1316,6.18,Cash,Tier3
58,68534.3,78,4,27,72.2,60.99,55,3830,5.81,Cash,Tier1
43,79569.79,26,9,55,70.76,88.06,16,4836,2.62,UPI,Tier3
45,42139.55,38,5,29,17.51,6.15,62,3464,5.69,Cash,Tier3
19,102126.06,94,8,28,66.99,25.9,95,4850,3.29,UPI,Tier1
67,70392.51,36,9,34,23.64,28.17,62,4507,7.91,UPI,Tier3
23,80989.47,99,8,55,63.12,,70,3432,8.53,UPI,Tier2
26,51180.71,55,8,34,37.92,9.04,106,1482,3.91,Debit Card,Tier2
50,93300.41,6,5,76,43.32,83.63,49,2058,9.59,Credit Card,Tier2
58,59344.85,3,7,50,57.44,72.13,47,1877,4.53,Cash,Tier3
42,71106.16,65,7,61,55.39,19.7,22,8726,9.37,Cash,Tier1
65,44471.67,64,10,33,55.21,67.03,24,8924,6.14,UPI,Tier2
30,43067.5,58,7,66,51.05,19.39,9,1508,2.45,Debit Card,Tier2
26,80140.52,58,3,33,,28.09,76,6535,4.86,Cash,Tier3
30,55240.65,18,13,41,41.44,67.19,103,9304,4.06,Debit Card,Tier1
48,46215.89,23,12,44,59.99,28.86,55,6473,8.16,Cash,Tier2
58,,96,11,59,32.23,5.23,14,8423,8.18,Credit Card,Tier3
28,80376.97,29,7,30,42.93,35.38,110,605,8.54,Debit Card,Tier2
21,51161.17,23,5,31,63.28,,41,9417,1.8,Debit Card,Tier2
51,62411.59,36,10,79,48.68,19.05,100,5394,1.44,UPI,Tier1
55,65330.61,70,7,55,58.57,79.86,88,4667,9.21,Credit Card,Tier3
63,22818.32,81,9,26,50.5,12.59,41,7144,3.0,Credit Card,Tier3
21,32635.22,82,13,69,32.16,69.15,16,7239,4.37,Cash,Tier3
55,72398.11,95,7,42,23.45,32.43,94,5738,5.53,Debit Card,Tier2
36,48785.35,6,13,5,46.19,55.81,55,1515,9.55,Cash,Tier3
23,88247.95,34,10,19,,93.74,90,3577,7.04,Cash,Tier3
51,345079.04,44,45,15,40.97,98.09,22,9589,3.87,UPI,Tier3
